customerID,Contract,tenure,MonthlyCharges,TotalCharges,InternetService,PaymentMethod,TechSupport,OnlineSecurity,Churn,ChurnRiskScore,RiskTier
5219-YIPTK,Month-to-month,33,104.4,3409.6,Fiber optic,Electronic check,No,No,Yes,0.7878813363968281,High
3703-VAVCL,Month-to-month,2,90.0,190.05,Fiber optic,Credit card (automatic),Yes,No,Yes,0.7875447988106462,High
8993-PHFWD,Month-to-month,3,25.25,58.9,DSL,Electronic check,No,No,Yes,0.7874745259100235,High
1751-NCDLI,Month-to-month,46,98.85,4564.9,Fiber optic,Electronic check,No,No,No,0.7873338742035524,High
1891-UAWWU,Month-to-month,20,90.8,1951.0,Fiber optic,Electronic check,No,No,Yes,0.7872003920593758,High
7495-OOKFY,Month-to-month,8,80.65,633.3,Fiber optic,Credit card (automatic),No,No,Yes,0.7870447042425631,High
1302-UHBDD,Month-to-month,20,89.95,1648.45,Fiber optic,Electronic check,No,No,No,0.7862865411177757,High
3588-WSTTJ,Month-to-month,35,99.05,3554.6,Fiber optic,Electronic check,No,Yes,No,0.7859757946361369,High
8118-TJAFG,Month-to-month,9,101.5,906.85,Fiber optic,Electronic check,Yes,No,No,0.7858844859994363,High
9961-JBNMK,Month-to-month,21,96.8,2030.3,Fiber optic,Bank transfer (automatic),No,No,Yes,0.7857045063779182,High
2506-CLAKW,Month-to-month,6,98.15,567.45,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,0.7856622697718976,High
3223-WZWJM,Month-to-month,26,83.95,2254.2,Fiber optic,Electronic check,No,No,Yes,0.7854888032984083,High
7853-OETYL,Month-to-month,4,29.05,129.6,DSL,Electronic check,No,Yes,No,0.7854138227152894,High
9743-DQKQW,Month-to-month,3,25.1,79.8,DSL,Electronic check,No,No,No,0.7853613075896095,High
8224-DWCKX,Month-to-month,12,73.3,828.05,Fiber optic,Credit card (automatic),No,No,No,0.7852730561181022,High
2592-SEIFQ,Month-to-month,3,24.75,66.95,DSL,Electronic check,No,No,Yes,0.7851859586538064,High
5949-XIKAE,Month-to-month,8,83.55,680.05,Fiber optic,Electronic check,No,No,Yes,0.784821494810502,High
3597-MVHJT,Month-to-month,27,95.6,2595.25,Fiber optic,Bank transfer (automatic),No,No,No,0.7845142213543801,High
4873-ILOLJ,Month-to-month,24,90.35,2238.5,Fiber optic,Electronic check,No,No,Yes,0.7839339709789516,High
5947-SGKCL,Month-to-month,15,105.35,1559.25,Fiber optic,Bank transfer (automatic),No,No,No,0.7839098403811371,High
6390-DSAZX,Month-to-month,1,73.6,73.6,Fiber optic,Mailed check,No,Yes,Yes,0.7837237283036239,High
7537-RBWEA,Month-to-month,1,25.15,25.15,DSL,Mailed check,No,No,No,0.7837201254539711,High
6032-IGALN,Month-to-month,1,25.1,25.1,DSL,Mailed check,No,No,Yes,0.7836949432269213,High
2408-WITXK,Month-to-month,10,34.7,329.8,DSL,Electronic check,No,No,Yes,0.7836415780652234,High
5940-NFXKV,Month-to-month,19,83.65,1465.75,Fiber optic,Electronic check,No,No,Yes,0.7836318455832436,High
1907-UBQFC,Month-to-month,10,72.85,688.65,Fiber optic,Electronic check,No,No,Yes,0.7836135067423247,High
4367-NHWMM,Month-to-month,1,24.9,24.9,DSL,Mailed check,No,No,No,0.7835941930916168,High
9190-MFJLN,Month-to-month,19,95.9,1777.9,Fiber optic,Credit card (automatic),No,No,Yes,0.7835222409254302,High
0928-XUTSN,Month-to-month,13,80.5,1011.8,Fiber optic,Electronic check,No,No,No,0.7835180420428361,High
8634-MPHTR,Month-to-month,47,100.05,4871.05,Fiber optic,Electronic check,No,No,Yes,0.7835090610551717,High
7892-POOKP,Month-to-month,28,104.8,3046.05,Fiber optic,Electronic check,Yes,No,Yes,0.7832761405892107,High
3130-ICDUP,Month-to-month,2,80.55,188.1,Fiber optic,Credit card (automatic),No,Yes,No,0.7831606562619812,High
9638-JIQYA,Month-to-month,2,24.9,49.7,DSL,Credit card (automatic),No,No,No,0.7829716563420761,High
7315-WYOAW,Month-to-month,13,100.75,1313.25,Fiber optic,Electronic check,Yes,No,No,0.782962940801445,High
4124-MMETB,Month-to-month,22,94.65,2104.55,Fiber optic,Credit card (automatic),No,No,Yes,0.7827586349163326,High
8374-XGEJJ,Month-to-month,43,101.0,4388.4,Fiber optic,Electronic check,No,No,Yes,0.7826887853247015,High
2860-RANUS,Month-to-month,20,85.8,1727.5,Fiber optic,Credit card (automatic),No,No,Yes,0.7823658173687467,High
0115-TFERT,Month-to-month,21,111.2,2317.1,Fiber optic,Electronic check,Yes,No,Yes,0.782178206670623,High
3751-KTZEL,Month-to-month,1,35.05,35.05,DSL,Mailed check,No,No,Yes,0.7820899522929909,High
1754-GKYPY,Month-to-month,22,89.75,1938.9,Fiber optic,Bank transfer (automatic),No,No,No,0.7819878162770639,High
5692-ICXLW,Month-to-month,31,90.7,2845.15,Fiber optic,Electronic check,No,No,No,0.7818981348454648,High
1792-UXAFY,Month-to-month,17,89.15,1496.9,Fiber optic,Electronic check,No,No,Yes,0.7818505950176828,High
2397-BRLOM,Month-to-month,8,80.45,583.45,Fiber optic,Credit card (automatic),No,No,Yes,0.7817968393018729,High
5228-EXCET,Month-to-month,13,80.85,1008.7,Fiber optic,Electronic check,No,No,Yes,0.7816300781167917,High
5380-WJKOV,Month-to-month,34,106.35,3549.25,Fiber optic,Electronic check,No,No,Yes,0.7815728427833077,High
7912-SYRQT,Month-to-month,7,75.1,552.95,Fiber optic,Bank transfer (automatic),No,No,Yes,0.7815449441578112,High
3672-YITQD,Month-to-month,36,84.1,3021.6,Fiber optic,Electronic check,No,No,Yes,0.7814347714877389,High
6048-QBXKL,Month-to-month,2,56.55,118.25,DSL,Credit card (automatic),No,No,No,0.7813146565800192,High
9136-ALYBR,Month-to-month,1,24.45,24.45,DSL,Mailed check,No,No,Yes,0.7813008320170537,High
7089-IVVAZ,Month-to-month,8,103.35,847.3,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,0.7811627090348108,High
7901-TBKJX,Month-to-month,56,101.05,5594.0,Fiber optic,Electronic check,No,No,No,0.7804642250131222,High
7142-HVGBG,Month-to-month,43,103.0,4414.3,Fiber optic,Electronic check,No,No,Yes,0.7801978962996063,High
3336-JORSO,Month-to-month,33,110.45,3655.45,Fiber optic,Electronic check,Yes,No,Yes,0.780040116606781,High
1379-FRVEB,Month-to-month,15,91.0,1430.05,Fiber optic,Electronic check,No,No,No,0.7799956409729291,High
8325-QRPZR,Month-to-month,7,75.15,525.0,Fiber optic,Electronic check,No,No,No,0.7796754613733391,High
9436-ZBZCT,Month-to-month,14,89.95,1178.4,Fiber optic,Electronic check,Yes,No,Yes,0.7796579248989384,High
9398-MMQTO,Month-to-month,3,74.45,221.1,Fiber optic,Credit card (automatic),No,No,No,0.7796527236921635,High
6319-IEJWJ,Month-to-month,20,90.2,1776.55,Fiber optic,Electronic check,No,No,Yes,0.7796034493807024,High
6900-PXRMS,Month-to-month,26,105.75,2710.25,Fiber optic,Electronic check,No,No,Yes,0.7795881335197089,High
5027-QPKTE,Month-to-month,7,69.35,451.1,Fiber optic,Electronic check,No,No,Yes,0.7789706905123066,High
1583-IHQZE,Month-to-month,12,112.95,1384.75,Fiber optic,Mailed check,Yes,No,Yes,0.7786875859463995,High
3317-VLGQT,Month-to-month,14,78.1,1122.4,Fiber optic,Electronic check,No,No,No,0.7786194314612631,High
7734-DBOAI,Month-to-month,1,40.1,40.1,DSL,Electronic check,Yes,No,Yes,0.7786073077714012,High
4803-AXVYP,Month-to-month,38,99.55,3734.25,Fiber optic,Electronic check,Yes,No,Yes,0.7783298338721587,High
4291-SHSBH,Month-to-month,7,69.55,521.35,Fiber optic,Electronic check,No,No,No,0.7782554600509364,High
6242-MBHPK,Month-to-month,23,95.1,2326.05,Fiber optic,Electronic check,No,Yes,No,0.7779986399546901,High
0674-DGMAQ,Month-to-month,32,93.5,2970.8,Fiber optic,Electronic check,No,No,No,0.7778654542900002,High
9714-EDSUC,Month-to-month,4,94.9,360.55,Fiber optic,Mailed check,Yes,Yes,No,0.7777739885349002,High
2951-QOQTK,Month-to-month,4,80.8,332.45,Fiber optic,Credit card (automatic),Yes,No,Yes,0.7777644746563557,High
0689-NKYLF,Month-to-month,13,83.2,1060.6,Fiber optic,Electronic check,No,No,Yes,0.7775444674822942,High
1475-VWVDO,Month-to-month,7,74.9,490.55,Fiber optic,Electronic check,No,No,No,0.7774552021446585,High
5759-RCVCB,Month-to-month,3,35.2,108.95,DSL,Credit card (automatic),No,No,Yes,0.7773532286853869,High
9842-EFSYY,Month-to-month,4,57.2,223.75,DSL,Mailed check,No,Yes,No,0.7770559517950569,High
4277-PVRAN,Month-to-month,8,80.1,679.3,Fiber optic,Bank transfer (automatic),No,No,Yes,0.7766909866356659,High
7426-RHZGU,Month-to-month,9,95.9,827.45,Fiber optic,Bank transfer (automatic),Yes,No,No,0.7766767246859139,High
6496-JDSSB,Month-to-month,8,80.0,624.6,Fiber optic,Bank transfer (automatic),No,No,No,0.7766394496590325,High
9921-ZVRHG,Month-to-month,14,80.45,1072.0,Fiber optic,Electronic check,No,No,Yes,0.7765927847782721,High
5600-KTXFM,Month-to-month,2,69.95,143.9,Fiber optic,Mailed check,No,No,No,0.7764411073133235,High
0125-LZQXK,Month-to-month,15,101.35,1553.95,Fiber optic,Electronic check,Yes,No,Yes,0.7762923195824883,High
3334-CTHOL,Month-to-month,1,49.95,49.95,DSL,Bank transfer (automatic),No,No,Yes,0.7759914707003197,High
1932-UEDCX,Month-to-month,33,100.6,3270.25,Fiber optic,Bank transfer (automatic),No,No,No,0.7759759768783249,High
7137-RYLPP,Month-to-month,37,85.7,3171.15,Fiber optic,Electronic check,No,No,Yes,0.7759654887960414,High
8356-WUAOJ,Month-to-month,1,45.0,45.0,DSL,Electronic check,No,No,No,0.7759042684654788,High
7056-IMHCC,Month-to-month,53,101.9,5549.4,Fiber optic,Electronic check,No,No,Yes,0.775865071166887,High
0147-ESWWR,Month-to-month,39,101.25,3949.15,Fiber optic,Electronic check,Yes,No,No,0.7754759147606243,High
6128-CZOMY,Month-to-month,1,45.65,45.65,DSL,Electronic check,No,No,Yes,0.7754149041640951,High
5077-DXTCG,Month-to-month,1,45.3,45.3,DSL,Electronic check,No,No,Yes,0.7752337550551474,High
7159-FVYPK,Month-to-month,3,69.15,235.0,DSL,Bank transfer (automatic),No,No,No,0.7751187715641895,High
9355-NPPFS,Month-to-month,26,78.8,2006.1,Fiber optic,Electronic check,No,No,No,0.7750948168642215,High
2504-DSHIH,Month-to-month,23,86.8,1975.85,Fiber optic,Electronic check,No,No,No,0.7748826795517801,High
1196-AMORA,Month-to-month,7,73.6,520.0,Fiber optic,Electronic check,No,No,Yes,0.7747143498787359,High
3346-BRMIS,Month-to-month,18,48.35,810.7,DSL,Electronic check,No,No,Yes,0.7747139256433129,High
4855-SNKMY,Month-to-month,1,44.1,44.1,DSL,Electronic check,No,No,Yes,0.7746118849780849,High
6907-NZZIJ,Month-to-month,36,99.15,3615.6,Fiber optic,Electronic check,No,No,Yes,0.7744489435072575,High
9129-UXERG,Month-to-month,18,103.6,1806.35,Fiber optic,Credit card (automatic),Yes,No,No,0.7743136184510279,High
2135-RXIHG,Month-to-month,1,45.65,45.65,DSL,Electronic check,No,No,Yes,0.7732944474380185,High
6646-VRFOL,Month-to-month,53,103.85,5485.5,Fiber optic,Electronic check,No,No,Yes,0.7732925763100502,High
2082-CEFLT,Month-to-month,1,45.6,45.6,DSL,Electronic check,No,No,Yes,0.7732684024954996,High
1597-FZREH,Month-to-month,2,76.4,160.8,DSL,Electronic check,Yes,No,Yes,0.7730914901332738,High
9367-WXLCH,Month-to-month,8,84.5,662.65,Fiber optic,Bank transfer (automatic),No,No,Yes,0.7729807520771017,High
8705-WZCYL,Month-to-month,1,44.8,44.8,DSL,Electronic check,No,No,No,0.7728513958295519,High
4373-VVHQL,Month-to-month,1,44.75,44.75,DSL,Electronic check,No,No,No,0.7728253149403712,High
4716-HHKQH,Month-to-month,20,107.05,2172.05,Fiber optic,Electronic check,Yes,No,No,0.7725829037519258,High
1766-GKNMI,Month-to-month,29,84.9,2516.2,Fiber optic,Electronic check,No,No,No,0.7724127913210441,High
6608-QQLVK,Month-to-month,1,50.5,50.5,DSL,Electronic check,No,No,Yes,0.7722203160830493,High
7861-UVUFT,Month-to-month,15,84.3,1308.4,Fiber optic,Electronic check,No,No,Yes,0.7718946145328343,High
5934-RMPOV,Month-to-month,22,84.75,1816.75,Fiber optic,Electronic check,No,No,No,0.7718588499145002,High
6959-UWKHF,Month-to-month,1,42.9,42.9,DSL,Electronic check,No,No,Yes,0.7718588359964025,High
3234-VKACU,Month-to-month,2,70.3,132.4,DSL,Electronic check,Yes,No,No,0.7713796006385204,High
9588-OZDMQ,Month-to-month,2,45.0,89.75,DSL,Electronic check,No,No,No,0.771305130730761,High
8621-MNIHH,Month-to-month,34,94.25,3217.55,Fiber optic,Electronic check,No,No,Yes,0.7712024852421696,High
4729-XKASR,Month-to-month,1,24.75,24.75,DSL,Electronic check,No,No,Yes,0.7709962943267633,High
0946-CLJTI,Month-to-month,58,98.7,5812.6,Fiber optic,Electronic check,No,No,Yes,0.7709377967329556,High
9389-ACWBI,Month-to-month,5,69.95,320.4,Fiber optic,Credit card (automatic),No,No,No,0.7708521482427081,High
2754-XBHTB,Month-to-month,9,77.65,714.15,Fiber optic,Bank transfer (automatic),No,No,Yes,0.7708198363996295,High
0524-IAVZO,Month-to-month,30,85.0,2624.25,Fiber optic,Electronic check,No,No,Yes,0.7708119408429721,High
7534-BFESC,Month-to-month,24,76.1,1712.7,Fiber optic,Electronic check,No,No,Yes,0.7707057151201189,High
6519-CFDBX,Month-to-month,2,45.4,80.95,DSL,Electronic check,No,No,No,0.7706774393444035,High
3753-TSEMP,Month-to-month,15,88.15,1390.6,Fiber optic,Electronic check,No,No,Yes,0.770652707145116,High
4009-ALQFH,Month-to-month,25,99.5,2369.05,Fiber optic,Electronic check,No,No,Yes,0.7706513646412881,High
0886-QGENL,Month-to-month,27,101.25,2754.45,Fiber optic,Electronic check,No,Yes,Yes,0.770419850718781,High
2398-YPMUR,Month-to-month,13,70.15,916.75,Fiber optic,Electronic check,No,No,Yes,0.7701884873216921,High
6212-ATMLK,Month-to-month,50,95.7,4729.75,Fiber optic,Electronic check,No,No,No,0.7701547516849594,High
6088-BXMRG,Month-to-month,32,98.85,3089.6,Fiber optic,Electronic check,No,No,No,0.7699051537653055,High
5650-VDUDS,Month-to-month,4,24.25,96.05,DSL,Mailed check,No,No,Yes,0.7695945710277295,High
8270-RKSAP,Month-to-month,9,70.5,597.9,Fiber optic,Electronic check,No,No,No,0.7695603897362082,High
4572-DVCGN,Month-to-month,10,80.25,846.0,Fiber optic,Bank transfer (automatic),No,No,Yes,0.769349820078322,High
2025-JKFWI,Month-to-month,13,99.0,1301.7,Fiber optic,Mailed check,Yes,No,Yes,0.7691119325438537,High
4299-SIMNS,Month-to-month,9,81.15,784.45,Fiber optic,Electronic check,No,Yes,No,0.7690568590260489,High
4686-UXDML,Month-to-month,21,99.85,1992.55,Fiber optic,Credit card (automatic),No,No,No,0.7689587444344584,High
2685-SREOM,Month-to-month,25,89.1,2368.4,Fiber optic,Electronic check,No,No,Yes,0.7687266596687535,High
4662-EKDPQ,Month-to-month,2,62.05,118.3,DSL,Bank transfer (automatic),No,No,Yes,0.7687037972962312,High
1989-PRJHP,Month-to-month,27,75.5,1893.95,Fiber optic,Electronic check,No,No,Yes,0.7685991370828186,High
4349-GFQHK,Month-to-month,1,54.35,54.35,DSL,Electronic check,No,No,Yes,0.768505782892589,High
8818-DOPVL,Month-to-month,46,104.45,4863.85,Fiber optic,Electronic check,No,No,No,0.7684783729197127,High
2962-XPMCQ,Month-to-month,2,45.15,98.5,DSL,Electronic check,No,No,Yes,0.7683934405410613,High
5144-TVGLP,Month-to-month,38,94.75,3653.0,Fiber optic,Electronic check,No,No,No,0.7683801624249944,High
2824-MYYBN,Month-to-month,37,95.25,3314.15,Fiber optic,Electronic check,No,No,No,0.7683464826457678,High
7072-MBHEV,Month-to-month,11,78.1,864.85,Fiber optic,Credit card (automatic),No,No,No,0.7683139617252406,High
2460-NGXBJ,Month-to-month,11,75.2,775.3,Fiber optic,Credit card (automatic),No,No,No,0.7682738871606907,High
3269-ATYWD,Month-to-month,39,95.65,3759.05,Fiber optic,Bank transfer (automatic),No,No,Yes,0.7682712746581021,High
3995-WFCSM,Month-to-month,2,60.85,111.4,DSL,Electronic check,No,No,No,0.7682599849237925,High
9907-SWKKF,Month-to-month,1,25.05,25.05,DSL,Mailed check,No,No,Yes,0.7680392635486736,High
4441-NIHPT,Month-to-month,13,74.3,940.35,Fiber optic,Electronic check,No,No,Yes,0.7678901004114778,High
6339-YPSAH,Month-to-month,9,73.8,704.3,Fiber optic,Electronic check,No,No,No,0.7676534626320555,High
4412-YLTKF,Month-to-month,27,78.05,2135.5,Fiber optic,Electronic check,No,No,Yes,0.767609090649094,High
6032-KRXXO,Month-to-month,30,90.25,2755.35,Fiber optic,Electronic check,No,No,Yes,0.7676018683828866,High
9054-FOWNV,Month-to-month,22,88.75,1885.15,Fiber optic,Electronic check,No,No,No,0.7672003832702763,High
5356-CSVSQ,Month-to-month,3,64.6,174.2,DSL,Electronic check,Yes,No,No,0.7670317956608321,High
4971-PUYQO,Month-to-month,27,94.55,2724.6,Fiber optic,Mailed check,No,No,Yes,0.7670201675757119,High
4301-VVZKA,Month-to-month,16,75.4,1189.4,Fiber optic,Electronic check,No,No,No,0.7670144951863153,High
7851-FLGGQ,Month-to-month,1,44.65,44.65,DSL,Mailed check,Yes,No,Yes,0.7669966541616523,High
5520-FVEWJ,Month-to-month,12,84.5,916.9,Fiber optic,Electronic check,No,No,Yes,0.7663910573397973,High
1866-OBPNR,Month-to-month,1,74.6,74.6,Fiber optic,Credit card (automatic),No,No,No,0.7661378880416458,High
8063-RJYNF,Month-to-month,16,94.25,1483.25,Fiber optic,Electronic check,No,Yes,Yes,0.7658351402666539,High
4998-IKFSE,Month-to-month,30,100.45,3096.9,Fiber optic,Electronic check,No,No,No,0.7657195463828914,High
5405-ZMYXQ,Month-to-month,8,74.6,548.9,Fiber optic,Credit card (automatic),No,No,No,0.7656996745139556,High
8784-CGILN,Month-to-month,18,99.85,1776.95,Fiber optic,Bank transfer (automatic),Yes,No,Yes,0.7656934196714147,High
0027-KWYKW,Month-to-month,23,83.75,1849.95,Fiber optic,Electronic check,No,No,No,0.7656871337132942,High
5976-JCJRH,Month-to-month,10,70.3,738.2,Fiber optic,Electronic check,No,No,Yes,0.7656159115468832,High
9172-JITSM,Month-to-month,26,90.8,2361.8,Fiber optic,Electronic check,No,No,Yes,0.7656036248894086,High
6379-RXJRQ,Month-to-month,10,70.1,659.65,Fiber optic,Electronic check,No,No,Yes,0.7655092602033492,High
0093-EXYQL,Month-to-month,40,91.55,3673.6,Fiber optic,Electronic check,No,No,No,0.7652589338451247,High
9524-EGPJC,Month-to-month,18,90.1,1612.75,Fiber optic,Electronic check,Yes,No,Yes,0.7652077785474003,High
5599-HVLTW,Month-to-month,14,80.35,1058.1,Fiber optic,Bank transfer (automatic),No,No,No,0.7647119344299002,High
2482-CZGBB,Month-to-month,10,70.0,740.0,Fiber optic,Electronic check,No,No,Yes,0.7646032316498627,High
4351-QLCSU,Month-to-month,1,55.0,55.0,DSL,Credit card (automatic),No,No,Yes,0.7645700112413021,High
3640-PHQXK,Month-to-month,31,89.9,2806.9,Fiber optic,Electronic check,No,No,Yes,0.764215100842602,High
8313-KTIHG,Month-to-month,4,61.3,249.4,DSL,Electronic check,Yes,No,No,0.7642029840568323,High
0947-IDHRQ,Month-to-month,7,80.3,526.7,Fiber optic,Mailed check,No,No,Yes,0.7642011381203856,High
0447-RXSGD,Month-to-month,24,99.65,2404.85,Fiber optic,Bank transfer (automatic),No,No,No,0.7638113258971287,High
1589-AGTLK,Month-to-month,3,45.35,141.5,DSL,Electronic check,No,No,Yes,0.7637943289821777,High
3806-DXQOM,Month-to-month,4,33.65,137.85,DSL,Electronic check,No,Yes,Yes,0.7637234144360097,High
2774-LVQUS,Month-to-month,15,83.05,1258.3,Fiber optic,Electronic check,Yes,No,Yes,0.7636136657999957,High
7321-PKUYW,Month-to-month,11,90.15,987.95,Fiber optic,Electronic check,Yes,No,Yes,0.7636018134788413,High
5364-XYIRR,Month-to-month,51,94.65,4812.75,Fiber optic,Electronic check,No,No,Yes,0.7635808727970079,High
4521-YEEHE,Month-to-month,18,88.85,1594.75,Fiber optic,Electronic check,Yes,No,No,0.7635502600594486,High
7587-RZNME,Month-to-month,3,43.3,123.65,DSL,Electronic check,No,No,Yes,0.7626936863077621,High
4480-QQRHC,Month-to-month,8,74.05,600.15,Fiber optic,Bank transfer (automatic),No,No,No,0.7626590222543239,High
7442-YGZFK,Month-to-month,1,49.8,49.8,DSL,Credit card (automatic),No,No,No,0.7626233133729715,High
4902-OHLSK,Month-to-month,29,98.65,2862.75,Fiber optic,Electronic check,Yes,No,Yes,0.7624579690916247,High
1513-XNPPH,Month-to-month,12,89.4,1095.65,Fiber optic,Electronic check,Yes,No,Yes,0.7624543084171417,High
9415-DPEWS,Month-to-month,18,88.35,1639.3,Fiber optic,Electronic check,Yes,No,Yes,0.7624238041541745,High
5569-OUICF,Month-to-month,28,101.3,2812.2,Fiber optic,Credit card (automatic),Yes,No,Yes,0.7622935032486713,High
8949-JTMAY,Month-to-month,29,98.6,2933.2,Fiber optic,Credit card (automatic),No,No,Yes,0.7622899582388836,High
8878-HMWBV,Month-to-month,3,49.15,169.05,DSL,Electronic check,No,No,Yes,0.762123881423757,High
6833-JMZYP,Month-to-month,15,94.0,1505.45,Fiber optic,Credit card (automatic),No,No,No,0.7621178547990594,High
2114-MGINA,Month-to-month,14,89.8,1129.1,Fiber optic,Mailed check,No,No,Yes,0.7620416507159303,High
2722-JMONI,Month-to-month,1,49.55,49.55,DSL,Electronic check,No,Yes,Yes,0.7619721706892234,High
2959-FENLU,Month-to-month,9,85.3,781.4,Fiber optic,Credit card (automatic),No,No,No,0.7618087053956606,High
9494-MRNYX,Month-to-month,10,75.05,786.3,Fiber optic,Electronic check,No,No,No,0.7614511956105341,High
0196-JTUQI,Month-to-month,9,75.2,633.85,Fiber optic,Credit card (automatic),No,No,No,0.7612797564858522,High
2249-YPRNG,Month-to-month,20,105.85,2239.65,Fiber optic,Bank transfer (automatic),No,No,Yes,0.7611112822162266,High
8436-BJUMM,Month-to-month,26,83.75,2070.6,Fiber optic,Electronic check,No,No,Yes,0.760812199012348,High
4201-JMNGR,Month-to-month,1,55.8,55.8,DSL,Electronic check,No,Yes,Yes,0.7607547325811633,High
2786-GCDPI,Month-to-month,50,104.95,5222.35,Fiber optic,Electronic check,Yes,No,No,0.7607158265540944,High
6821-BUXUX,Month-to-month,13,96.65,1244.5,Fiber optic,Electronic check,No,Yes,Yes,0.760666638770299,High
1976-CFOCS,Month-to-month,1,46.0,46.0,DSL,Electronic check,No,No,Yes,0.7604263101582118,High
5183-SNMJQ,Month-to-month,10,95.1,865.1,Fiber optic,Credit card (automatic),Yes,No,No,0.760424167401864,High
4583-PARNH,Month-to-month,16,91.55,1540.05,Fiber optic,Electronic check,Yes,No,No,0.7600373527675314,High
4074-SJFFA,Month-to-month,1,54.75,54.75,DSL,Mailed check,No,No,Yes,0.7599966487283106,High
5980-NOPLP,Month-to-month,44,96.1,4364.1,Fiber optic,Electronic check,No,No,Yes,0.7599533606348523,High
7404-JLKQG,Month-to-month,3,57.55,161.45,DSL,Electronic check,No,No,No,0.7599150919626451,High
4059-IIEBK,Month-to-month,7,78.55,522.95,Fiber optic,Bank transfer (automatic),No,No,No,0.7598253619668874,High
6692-UDPJC,Month-to-month,14,91.65,1301.0,Fiber optic,Electronic check,Yes,No,Yes,0.7596717917272109,High
4822-NGOCH,Month-to-month,13,84.45,1058.6,Fiber optic,Electronic check,No,No,Yes,0.7596651272240811,High
9692-TUSXH,Month-to-month,18,96.05,1740.7,Fiber optic,Electronic check,No,Yes,Yes,0.7594934773263194,High
2831-EBWRN,Month-to-month,4,45.9,199.75,DSL,Electronic check,No,No,No,0.7593226160055313,High
3518-PZXZQ,Month-to-month,1,55.3,55.3,DSL,Mailed check,No,No,No,0.7592927778881646,High
5879-SESNB,Month-to-month,11,75.25,888.65,Fiber optic,Electronic check,No,No,No,0.7589847901329859,High
9801-GDWGV,Month-to-month,39,103.45,3994.45,Fiber optic,Electronic check,No,No,Yes,0.7589758737998192,High
9133-AYJZG,Month-to-month,23,98.7,2249.1,Fiber optic,Credit card (automatic),No,No,No,0.7588716554007612,High
4749-VFKVB,Month-to-month,1,50.1,50.1,DSL,Mailed check,No,No,Yes,0.7586723109715056,High
8337-MSSXB,Month-to-month,14,86.3,1180.95,Fiber optic,Electronic check,No,No,Yes,0.7584203713903701,High
6629-CZTTH,Month-to-month,1,55.7,55.7,DSL,Mailed check,No,No,Yes,0.7582938113422422,High
7339-POGZN,Month-to-month,4,50.7,214.55,DSL,Electronic check,No,No,No,0.7582171601746158,High
7801-KICAO,Month-to-month,18,74.15,1345.75,Fiber optic,Electronic check,No,No,No,0.7581726053951391,High
8182-BJDSI,Month-to-month,28,89.95,2625.55,Fiber optic,Electronic check,No,No,Yes,0.7580770218911604,High
2187-PKZAY,Month-to-month,12,79.95,1043.4,Fiber optic,Bank transfer (automatic),No,No,No,0.7575135607159733,High
6185-TASNN,Month-to-month,1,46.3,46.3,DSL,Electronic check,No,No,No,0.7575015516203619,High
4929-BSTRX,Month-to-month,1,53.55,53.55,DSL,Mailed check,No,No,Yes,0.7574708267496555,High
9600-UDOPK,Month-to-month,30,94.05,2866.45,Fiber optic,Credit card (automatic),No,No,Yes,0.7574281851303482,High
5916-QEWPT,Month-to-month,2,69.0,147.8,DSL,Credit card (automatic),No,No,No,0.7573943247109238,High
1077-HUUJM,Month-to-month,7,71.05,472.65,Fiber optic,Electronic check,No,No,No,0.757201588368811,High
0315-LVCRK,Month-to-month,11,84.8,888.75,Fiber optic,Electronic check,No,No,No,0.7569931596030586,High
2575-GFSOE,Month-to-month,7,69.0,506.9,Fiber optic,Electronic check,No,No,Yes,0.7569537864640509,High
9708-HPXWZ,Month-to-month,5,45.4,214.75,DSL,Credit card (automatic),Yes,No,No,0.7569255558934446,High
4706-DGAHW,Month-to-month,1,45.2,45.2,DSL,Electronic check,No,No,No,0.7569006835045444,High
8080-DDEMJ,Month-to-month,1,45.1,45.1,DSL,Electronic check,No,No,Yes,0.7568460090447409,High
0023-XUOPT,Month-to-month,13,94.1,1215.6,Fiber optic,Electronic check,No,No,Yes,0.7567643524044727,High
1260-TTRXI,Month-to-month,4,54.3,195.3,DSL,Electronic check,No,No,Yes,0.7567459661353023,High
8104-OSKWT,Month-to-month,12,79.8,1001.2,Fiber optic,Electronic check,No,Yes,No,0.7562698757563495,High
9903-LYSAB,Month-to-month,18,73.15,1305.95,Fiber optic,Electronic check,No,No,No,0.7562674300395691,High
8720-RQSBJ,Month-to-month,1,44.0,44.0,DSL,Electronic check,No,No,No,0.7562440392991134,High
3143-JQEGI,Month-to-month,13,88.35,1222.8,Fiber optic,Electronic check,No,No,Yes,0.7559112668250374,High
8637-XJIVR,Month-to-month,12,78.95,927.35,Fiber optic,Electronic check,No,Yes,Yes,0.7558040595491735,High
2933-FILNV,Month-to-month,2,24.4,36.55,DSL,Mailed check,No,No,Yes,0.7556561659940614,High
4289-DTDKW,Month-to-month,40,101.3,4113.1,Fiber optic,Electronic check,No,No,Yes,0.7553881974486275,High
2386-LAHRK,Month-to-month,1,53.5,53.5,DSL,Mailed check,No,No,Yes,0.75520696445076,High
